Time,Consumption Meter E (Wh),Consumption Meter P (W),Inv1 Eac (Wh),Inv1 Pac (W)
01/01/2024 00:00,"528","629.0755","",""
01/01/2024 01:00,"703","890.6446","",""
01/01/2024 02:00,"640","621.9363","",""
01/01/2024 03:00,"773","646.5555","",""
01/01/2024 04:00,"794","885.3525","",""
01/01/2024 05:00,"664","633.9836","0","0"
01/01/2024 06:00,"815","751.0636","",""
01/01/2024 07:00,"794","892.8125","0","0"
01/01/2024 08:00,"606","519.5775","105","114.0372"
01/01/2024 09:00,"1863","1544.8533","332","349.8453"
01/01/2024 10:00,"875","873.0661","1018","1025.4707"
01/01/2024 11:00,"524","395.4887","1366","1441.0571"
01/01/2024 12:00,"168","175.6622","2319","2197.783"
01/01/2024 13:00,"382","327.837","1432","1412.2186"
01/01/2024 14:00,"218","229.5758","1407","1363.2045"
01/01/2024 15:00,"228","225.9697","776","724.6403"
01/01/2024 16:00,"180","183.9839","211","193.8856"
01/01/2024 17:00,"1151","1355.1381","0","0"
01/01/2024 18:00,"1838","1802.0757","",""
01/01/2024 19:00,"1037","838.5947","0","0"
01/01/2024 20:00,"1393","1284.9962","",""
01/01/2024 21:00,"848","845.9826","",""
01/01/2024 22:00,"289","210.0483","",""
01/01/2024 23:00,"193","190.5921","",""
01/02/2024 00:00,"187","183.1755","",""
01/02/2024 01:00,"184","182.7099","",""
01/02/2024 02:00,"181","183.8268","",""
01/02/2024 03:00,"353","423.2262","",""
01/02/2024 04:00,"531","514.2604","",""
01/02/2024 05:00,"776","715.3712","0","0"
01/02/2024 06:00,"668","833.696","",""
01/02/2024 07:00,"1082","1316.4611","0","1.1473"
01/02/2024 08:00,"2041","2082.1392","78","81.7888"
01/02/2024 09:00,"1713","1716.7421","174","178.3803"
01/02/2024 10:00,"995","956.6042","1330","1466.3063"
01/02/2024 11:00,"309","233.7896","3247","3250.2551"
01/02/2024 12:00,"243","251.0926","3140","3129.7188"
01/02/2024 13:00,"382","261.2072","2437","2387.9973"
01/02/2024 14:00,"446","422.8827","1103","1074.5459"
01/02/2024 15:00,"277","350.1827","570","556.0527"
01/02/2024 16:00,"202","209.1431","115","105.6373"
01/02/2024 17:00,"332","332.3219","1","1.2757"
01/02/2024 18:00,"544","594.5805","",""
01/02/2024 19:00,"526","708.7489","0","0"
01/02/2024 20:00,"410","403.8752","",""
01/02/2024 21:00,"294","281.0803","",""
01/02/2024 22:00,"186","178.3736","",""
01/02/2024 23:00,"176","170.0591","",""
01/03/2024 00:00,"176","170.3667","",""
01/03/2024 01:00,"174","178.7488","",""
01/03/2024 02:00,"494","593.46","",""
01/03/2024 03:00,"758","713.0857","",""
01/03/2024 04:00,"689","700.8615","",""
01/03/2024 05:00,"738","720.369","0","0"
01/03/2024 06:00,"908","842.6901","",""
01/03/2024 07:00,"1656","1513.2085","0","0.3007"
01/03/2024 08:00,"1974","1793.4575","74","78.6664"
01/03/2024 09:00,"1697","1722.9714","177","179.6956"
01/03/2024 10:00,"1204","1099.6836","1256","1395.4153"
01/03/2024 11:00,"249","245.0963","2983","3000.4714"
01/03/2024 12:00,"177","171.9228","2953","2875.4087"
01/03/2024 13:00,"177","182.5793","1908","1839.5118"
01/03/2024 14:00,"467","498.525","904","861.8071"
01/03/2024 15:00,"282","263.3915","327","314.7041"
01/03/2024 16:00,"388","359.2416","62","56.0959"
01/03/2024 17:00,"409","475.5975","0","0"
01/03/2024 18:00,"1312","971.913","",""
01/03/2024 19:00,"848","1136.1877","0","0"
01/03/2024 20:00,"1402","1313.0099","",""
01/03/2024 21:00,"789","789.1054","",""
01/03/2024 22:00,"178","174.3297","",""
01/03/2024 23:00,"174","170.6472","",""
01/04/2024 00:00,"174","180.8967","",""
01/04/2024 01:00,"170","170.8493","",""
01/04/2024 02:00,"168","164.108","",""
01/04/2024 03:00,"177","173.6336","",""
01/04/2024 04:00,"174","170.7193","",""
01/04/2024 05:00,"338","398.9355","0","0"
01/04/2024 06:00,"494","470.7313","",""
01/04/2024 07:00,"1118","1097.4199","1","2.6587"
01/04/2024 08:00,"1733","1785.1362","107","116.6137"
01/04/2024 09:00,"1602","1482.6123","212","214.3965"
01/04/2024 10:00,"934","944.7399","1295","1438.619"
01/04/2024 11:00,"197","205.0574","3262","3160.4275"
01/04/2024 12:00,"207","196.0685","2790","2792.4514"
01/04/2024 13:00,"294","292.2753","2485","2544.7659"
01/04/2024 14:00,"377","407.7052","1163","1113.101"
01/04/2024 15:00,"1294","1235.5854","593","577.561"
01/04/2024 16:00,"1817","2009.403","125","116.7581"
01/04/2024 17:00,"1265","1187.9661","2","0"
01/04/2024 18:00,"413","398.3207","",""
01/04/2024 19:00,"220","232.6696","0","0"
01/04/2024 20:00,"571","602.5734","",""
01/04/2024 21:00,"244","221.677","",""
01/04/2024 22:00,"189","181.15","",""
01/04/2024 23:00,"182","178.6521","",""
01/05/2024 00:00,"182","178.7345","",""
01/05/2024 01:00,"178","179.7323","",""
01/05/2024 02:00,"581","521.5139","",""
01/05/2024 03:00,"762","752.1036","",""
01/05/2024 04:00,"902","879.1886","",""
01/05/2024 05:00,"836","815.2476","0","0"
01/05/2024 06:00,"940","850.3141","",""
01/05/2024 07:00,"1332","1243.2279","0","0.3964"
01/05/2024 08:00,"2097","2189.8201","70","77.0824"
01/05/2024 09:00,"1298","1624.2495","204","209.1535"
01/05/2024 10:00,"1067","1151.5889","1330","1464.0703"
01/05/2024 11:00,"762","703.6085","3145","3171.7483"
01/05/2024 12:00,"226","212.6411","3107","3117.4495"
01/05/2024 13:00,"199","201.283","2572","2613.4417"
01/05/2024 14:00,"341","361.3037","1542","1496.2948"
01/05/2024 15:00,"256","254.9782","773","744.1238"
01/05/2024 16:00,"1007","1025.5052","127","118.3222"
01/05/2024 17:00,"784","813.6036","1","0"
01/05/2024 18:00,"869","869.6539","",""
01/05/2024 19:00,"955","1325.6278","0","0"
01/05/2024 20:00,"1096","1150.3329","",""
01/05/2024 21:00,"304","237.714","",""
01/05/2024 22:00,"181","183.7258","",""
01/05/2024 23:00,"170","159.6432","",""
01/06/2024 00:00,"173","169.9437","",""
01/06/2024 01:00,"500","520.2086","",""
01/06/2024 02:00,"647","702.9619","",""
01/06/2024 03:00,"597","647.1542","",""
01/06/2024 04:00,"664","756.6253","",""
01/06/2024 05:00,"746","747.1726","0","0"
01/06/2024 06:00,"574","642.6871","",""
01/06/2024 07:00,"716","734.9191","0","0"
01/06/2024 08:00,"1725","1611.1353","0","0"
01/06/2024 09:00,"1640","1577.6874","79","83.2846"
01/06/2024 10:00,"1882","1784.7008","238","244.8215"
01/06/2024 11:00,"1952","1606.361","156","149.2748"
01/06/2024 12:00,"1335","1382.2435","347","340.7735"
01/06/2024 13:00,"825","818.7697","280","246.9824"
01/06/2024 14:00,"832","848.6273","673","674.7772"
01/06/2024 15:00,"635","548.9036","494","474.202"
01/06/2024 16:00,"794","907.9113","174","156.4758"
01/06/2024 17:00,"437","461.6536","0","1.416"
01/06/2024 18:00,"452","427.4317","",""
01/06/2024 19:00,"679","636.0173","0","0"
01/06/2024 20:00,"719","605.8746","",""
01/06/2024 21:00,"254","250.0644","",""
01/06/2024 22:00,"184","182.2459","",""
01/06/2024 23:00,"183","179.4142","",""
01/07/2024 00:00,"187","190.4229","",""
01/07/2024 01:00,"185","189.7686","",""
01/07/2024 02:00,"179","180.4011","",""
01/07/2024 03:00,"183","183.0925","",""
01/07/2024 04:00,"178","183.8644","",""
01/07/2024 05:00,"158","176.6015","0","0"
01/07/2024 06:00,"338","289.001","",""
01/07/2024 07:00,"345","392.0028","0","0.8732"
01/07/2024 08:00,"2811","2961.4619","83","89.1857"
01/07/2024 09:00,"1649","1602.736","172","175.3264"
01/07/2024 10:00,"1079","843.5986","1282","1397.582"
01/07/2024 11:00,"652","716.6593","2652","3127.9363"
01/07/2024 12:00,"175","169.3114","1418","1627.4128"
01/07/2024 13:00,"512","510.7527","961","989.8435"
01/07/2024 14:00,"230","224.1104","718","779.2859"
01/07/2024 15:00,"497","491.6134","763","744.1492"
01/07/2024 16:00,"227","239.1755","179","167.4674"
01/07/2024 17:00,"447","411.9401","4","5.3418"
01/07/2024 18:00,"597","552.2912","",""
01/07/2024 19:00,"598","557.2823","0","0"
01/07/2024 20:00,"567","490.3725","",""
01/07/2024 21:00,"586","611.4466","",""
01/07/2024 22:00,"313","187.2841","",""
01/07/2024 23:00,"174","170.3825","",""
01/08/2024 00:00,"170","179.0071","",""
01/08/2024 01:00,"166","160.5876","",""
01/08/2024 02:00,"172","170.3901","",""
01/08/2024 03:00,"183","182.3228","",""
01/08/2024 04:00,"516","594.4431","",""
01/08/2024 05:00,"627","594.7649","0","0"
01/08/2024 06:00,"811","860.4633","",""
01/08/2024 07:00,"1817","1948.5262","2","2.8063"
01/08/2024 08:00,"1877","1802.4781","258","275.836"
01/08/2024 09:00,"1331","1237.7328","522","531.0295"
01/08/2024 10:00,"685","861.9123","1274","1382.705"
01/08/2024 11:00,"344","275.2288","2480","2501.9312"
01/08/2024 12:00,"174","171.4707","3132","3172.3005"
01/08/2024 13:00,"187","188.247","2548","2501.5266"
01/08/2024 14:00,"224","214.9789","1210","1167.9387"
01/08/2024 15:00,"479","482.0116","624","594.3823"
01/08/2024 16:00,"238","184.3235","140","133.5411"
01/08/2024 17:00,"269","273.048","5","8.0019"
01/08/2024 18:00,"352","340.4415","",""
01/08/2024 19:00,"369","372.2202","0","0"
01/08/2024 20:00,"541","502.6995","",""
01/08/2024 21:00,"346","456.5031","",""
01/08/2024 22:00,"1013","999.5486","",""
01/08/2024 23:00,"700","674.6815","",""
01/09/2024 00:00,"216","359.5385","",""
01/09/2024 01:00,"195","174.0989","",""
01/09/2024 02:00,"190","200.115","",""
01/09/2024 03:00,"346","275.7396","",""
01/09/2024 04:00,"594","742.1985","",""
01/09/2024 05:00,"434","437.8843","0","0"
01/09/2024 06:00,"546","621.2782","",""
01/09/2024 07:00,"614","647.5918","0","0"
01/09/2024 08:00,"1388","1178.0385","0","0"
01/09/2024 09:00,"1298","1233.8348","11","11.6576"
01/09/2024 10:00,"1131","1062.5905","92","114.1224"
01/09/2024 11:00,"613","722.1608","240","241.8127"
01/09/2024 12:00,"552","548.074","182","177.2004"
01/09/2024 13:00,"559","577.2852","153","151.8524"
01/09/2024 14:00,"571","420.8326","50","42.3375"
01/09/2024 15:00,"515","454.695","8","5.4861"
01/09/2024 16:00,"286","295.8298","0","0"
01/09/2024 17:00,"331","323.4879","",""
01/09/2024 18:00,"556","791.9609","0","0"
01/09/2024 19:00,"325","334.5435","",""
01/09/2024 20:00,"357","348.4221","",""
01/09/2024 21:00,"494","553.528","",""
01/09/2024 22:00,"274","289.5022","",""
01/09/2024 23:00,"182","173.4873","",""
01/10/2024 00:00,"179","180.9701","",""
01/10/2024 01:00,"180","175.6142","",""
01/10/2024 02:00,"172","169.5974","",""
01/10/2024 03:00,"173","169.87","",""
01/10/2024 04:00,"171","173.6881","0","0"
01/10/2024 05:00,"167","176.9473","",""
01/10/2024 06:00,"169","193.6857","",""
01/10/2024 07:00,"309","283.516","0","0.3405"
01/10/2024 08:00,"705","646.6092","69","74.0511"
01/10/2024 09:00,"493","366.3532","166","168.4738"
01/10/2024 10:00,"273","275.9868","1375","1448.9125"
01/10/2024 11:00,"253","239.4975","2938","2522.4695"
01/10/2024 12:00,"251","229.0335","2092","1769.7505"
01/10/2024 13:00,"263","351.5586","2669","2694.0979"
01/10/2024 14:00,"210","212.3854","1368","1263.9454"
01/10/2024 15:00,"193","197.0647","716","694.8968"
01/10/2024 16:00,"175","169.027","277","257.1025"
01/10/2024 17:00,"239","239.2078","10","7.8748"
01/10/2024 18:00,"353","328.5561","",""
01/10/2024 19:00,"621","561.9908","0","0"
01/10/2024 20:00,"382","492.7425","",""
01/10/2024 21:00,"405","384.8314","",""
01/10/2024 22:00,"266","257.6303","",""
01/10/2024 23:00,"178","174.7403","",""
01/11/2024 00:00,"454","445.3345","",""
01/11/2024 01:00,"835","1250.717","",""
01/11/2024 02:00,"1241","1134.3711","",""
01/11/2024 03:00,"1176","992.7703","",""
01/11/2024 04:00,"868","948.4884","",""
01/11/2024 05:00,"966","852.978","0","0"
01/11/2024 06:00,"1037","1177.3815","",""
01/11/2024 07:00,"924","951.0037","0","0.0136"
01/11/2024 08:00,"1804","1992.7271","78","83.64"
01/11/2024 09:00,"1682","1567.8096","182","186.0772"
01/11/2024 10:00,"2322","2319.5999","1213","1338.8413"
01/11/2024 11:00,"723","411.4845","3298","3302.2869"
01/11/2024 12:00,"267","255.826","3224","3212.7021"
01/11/2024 13:00,"458","389.6368","2607","2562.2"
01/11/2024 14:00,"254","230.4926","1282","1233.582"
01/11/2024 15:00,"235","240.3284","660","647.3582"
01/11/2024 16:00,"635","621.7178","150","143.96"
01/11/2024 17:00,"610","654.2829","6","5.9439"
01/11/2024 18:00,"776","712.1296","",""
01/11/2024 19:00,"540","502.5204","0","0"
01/11/2024 20:00,"474","416.155","",""
01/11/2024 21:00,"269","258.4491","",""
01/11/2024 22:00,"189","176.9543","",""
01/11/2024 23:00,"177","179.8705","",""
01/12/2024 00:00,"178","170.4601","",""
01/12/2024 01:00,"175","169.5556","",""
01/12/2024 02:00,"175","168.9458","",""
01/12/2024 03:00,"324","283.9045","",""
01/12/2024 04:00,"532","479.0924","",""
01/12/2024 05:00,"678","495.1629","0","0"
01/12/2024 06:00,"701","622.4841","",""
01/12/2024 07:00,"1692","1632.6294","4","9.2707"
01/12/2024 08:00,"1320","1507.6494","365","386.5334"
01/12/2024 09:00,"1537","1428.6204","829","848.3705"
01/12/2024 10:00,"948","856.033","1482","1527.7526"
01/12/2024 11:00,"563","612.2424","1961","2023.8202"
01/12/2024 12:00,"336","214.28","1962","1867.8218"
01/12/2024 13:00,"176","171.1619","1599","1655.6172"
01/12/2024 14:00,"175","172.2481","1343","1266.016"
01/12/2024 15:00,"444","474.3364","495","445.8923"
01/12/2024 16:00,"511","396.2854","4","0.9328"
01/12/2024 17:00,"652","658.8677","",""
01/12/2024 18:00,"574","582.3135","0","0"
01/12/2024 19:00,"717","701.961","",""
01/12/2024 20:00,"869","911.4852","",""
01/12/2024 21:00,"207","227.3381","",""
01/12/2024 22:00,"180","202.3963","",""
01/12/2024 23:00,"177","191.0204","",""
01/13/2024 00:00,"178","184.0648","",""
01/13/2024 01:00,"186","181.3231","",""
01/13/2024 02:00,"185","181.0193","",""
01/13/2024 03:00,"189","187.2112","",""
01/13/2024 04:00,"182","188.7945","0","0"
01/13/2024 05:00,"325","337.1442","",""
01/13/2024 06:00,"197","190.985","",""
01/13/2024 07:00,"190","189.6279","2","1.9123"
01/13/2024 08:00,"1378","1182.9142","86","89.9564"
01/13/2024 09:00,"926","855.2483","466","430.0031"
01/13/2024 10:00,"741","893.1373","1399","1509.8636"
01/13/2024 11:00,"316","308.84","3413","3424.7263"
01/13/2024 12:00,"480","450.512","3370","3361.4976"
01/13/2024 13:00,"571","569.5636","2767","2717.4143"
01/13/2024 14:00,"288","278.8755","1412","1364.2629"
01/13/2024 15:00,"261","248.4426","742","713.5349"
01/13/2024 16:00,"324","316.4275","160","150.612"
01/13/2024 17:00,"216","218.1853","7","6.6055"
01/13/2024 18:00,"226","218.8854","",""
01/13/2024 19:00,"220","219.6064","0","0"
01/13/2024 20:00,"357","421.3801","",""
01/13/2024 21:00,"662","779.7245","",""
01/13/2024 22:00,"219","211.3719","",""
01/13/2024 23:00,"169","162.1478","",""
01/14/2024 00:00,"169","160.2191","",""
01/14/2024 01:00,"167","167.5677","",""
01/14/2024 02:00,"167","159.4992","",""
01/14/2024 03:00,"347","386.0172","",""
01/14/2024 04:00,"771","510.5753","",""
01/14/2024 05:00,"667","676.1667","0","0"
01/14/2024 06:00,"905","738.2495","",""
01/14/2024 07:00,"850","847.5029","0","0.2944"
01/14/2024 08:00,"1962","1854.5464","78","86.8301"
01/14/2024 09:00,"1005","1011.5173","183","186.913"
01/14/2024 10:00,"694","680.7668","1237","1353.8224"
01/14/2024 11:00,"418","360.5158","3420","3426.9839"
01/14/2024 12:00,"194","188.2197","3365","3353.3872"
01/14/2024 13:00,"175","171.7229","2727","2680.6726"
01/14/2024 14:00,"180","179.9634","1402","1327.7441"
01/14/2024 15:00,"518","532.9225","721","695.6926"
01/14/2024 16:00,"490","525.9495","212","193.8141"
01/14/2024 17:00,"460","445.1792","12","15.1738"
01/14/2024 18:00,"603","572.4622","",""
01/14/2024 19:00,"964","1062.3082","0","0"
01/14/2024 20:00,"905","856.9803","",""
01/14/2024 21:00,"233","214.8685","",""
01/14/2024 22:00,"195","180.5654","",""
01/14/2024 23:00,"189","190.3753","",""
01/15/2024 00:00,"186","181.2228","",""
01/15/2024 01:00,"186","180.9523","",""
01/15/2024 02:00,"185","181.2963","",""
01/15/2024 03:00,"204","200.8394","",""
01/15/2024 04:00,"337","393.8741","",""
01/15/2024 05:00,"528","480.7985","0","0"
01/15/2024 06:00,"506","513.7834","",""
01/15/2024 07:00,"465","496.4995","0","0"
01/15/2024 08:00,"1207","1219.0134","87","91.2669"
01/15/2024 09:00,"1067","877.3188","283","297.175"
01/15/2024 10:00,"1474","1654.8492","510","517.6026"
01/15/2024 11:00,"1122","1081.5045","581","567.5639"
01/15/2024 12:00,"1223","1323.6104","600","605.5945"
01/15/2024 13:00,"1853","1832.131","1331","1363.3562"
01/15/2024 14:00,"872","766.5833","981","954.2473"
01/15/2024 15:00,"1220","1361.3204","701","684.2673"
01/15/2024 16:00,"1012","970.576","215","198.9255"
01/15/2024 17:00,"872","870.8494","7","7.5656"
01/15/2024 18:00,"568","636.2731","",""
01/15/2024 19:00,"444","458.3084","0","0"
01/15/2024 20:00,"552","662.9091","",""
01/15/2024 21:00,"399","373.8284","",""
01/15/2024 22:00,"214","212.1661","",""
01/15/2024 23:00,"175","170.8577","",""
01/16/2024 00:00,"178","180.8747","",""
01/16/2024 01:00,"294","297.7315","",""
01/16/2024 02:00,"203","201.6929","",""
01/16/2024 03:00,"182","190.4907","",""
01/16/2024 04:00,"333","282.9222","",""
01/16/2024 05:00,"491","382.0365","0","0"
01/16/2024 06:00,"539","510.4833","",""
01/16/2024 07:00,"1444","987.9703","0","0"
01/16/2024 08:00,"1535","1221.7213","57","69.5535"
01/16/2024 09:00,"1523","1424.9258","240","239.6123"
01/16/2024 10:00,"1392","1489.6448","119","111.6792"
01/16/2024 11:00,"867","943.6956","324","337.109"
01/16/2024 12:00,"1112","969.4064","439","429.246"
01/16/2024 13:00,"1568","1312.4896","559","571.0088"
01/16/2024 14:00,"1451","1530.9985","308","281.8433"
01/16/2024 15:00,"1082","1151.9053","370","398.4354"
01/16/2024 16:00,"1193","1335.8342","311","295.3139"
01/16/2024 17:00,"1088","1105.975","18","17.4863"
01/16/2024 18:00,"1141","1138.7343","",""
01/16/2024 19:00,"1206","1185.5286","0","0"
01/16/2024 20:00,"337","280.4217","",""
01/16/2024 21:00,"231","241.1916","",""
01/16/2024 22:00,"178","175.4667","",""
01/16/2024 23:00,"522","496.3224","",""
01/17/2024 00:00,"737","831.9139","",""
01/17/2024 01:00,"914","1033.2822","",""
01/17/2024 02:00,"981","815.6296","",""
01/17/2024 03:00,"1013","1046.5909","",""
01/17/2024 04:00,"1156","1137.2332","",""
01/17/2024 05:00,"1311","1293.9194","0","0"
01/17/2024 06:00,"1357","1377.4923","",""
01/17/2024 07:00,"1902","1870.9911","0","0"
01/17/2024 08:00,"1906","2013.3698","70","73.4534"
01/17/2024 09:00,"1720","1712.1167","180","184.9078"
01/17/2024 10:00,"1394","1313.1606","1372","1502.434"
01/17/2024 11:00,"517","507.9265","3610","3618.0486"
01/17/2024 12:00,"294","276.7784","3553","3545.4709"
01/17/2024 13:00,"170","169.6455","2946","2901.0918"
01/17/2024 14:00,"1366","946.9337","1556","1471.6423"
01/17/2024 15:00,"1038","1178.5701","805","772.5817"
01/17/2024 16:00,"974","923.3113","186","176.2758"
01/17/2024 17:00,"1072","1098.2708","12","11.6292"
01/17/2024 18:00,"1208","1112.1287","",""
01/17/2024 19:00,"1144","1444.0211","0","0"
01/17/2024 20:00,"1399","1287.6261","",""
01/17/2024 21:00,"1444","1322.8497","",""
01/17/2024 22:00,"327","217.7723","",""
01/17/2024 23:00,"356","296.0056","",""
01/18/2024 00:00,"612","696.998","",""
01/18/2024 01:00,"886","817.293","",""
01/18/2024 02:00,"919","957.3223","",""
01/18/2024 03:00,"981","1166.7765","",""
01/18/2024 04:00,"1013","927.8937","",""
01/18/2024 05:00,"1172","1289.4871","0","0"
01/18/2024 06:00,"1090","1314.9456","",""
01/18/2024 07:00,"1354","1275.3087","0","1.4319"
01/18/2024 08:00,"2312","2233.6741","96","103.7103"
01/18/2024 09:00,"1438","1302.432","387","388.801"
01/18/2024 10:00,"1048","1042.3234","1319","1442.197"
01/18/2024 11:00,"500","462.4831","3558","3592.5227"
01/18/2024 12:00,"281","250.2398","3354","3324.9089"
01/18/2024 13:00,"1242","1010.1036","2882","2813.1755"
01/18/2024 14:00,"494","373.703","1503","1435.3403"
01/18/2024 15:00,"442","525.277","940","921.4235"
01/18/2024 16:00,"988","1000.9424","328","302.844"
01/18/2024 17:00,"708","757.1405","16","18.5653"
01/18/2024 18:00,"740","837.4851","",""
01/18/2024 19:00,"1282","1374.7744","0","0"
01/18/2024 20:00,"1322","1325.4088","",""
01/18/2024 21:00,"221","226.458","",""
01/18/2024 22:00,"192","182.7469","",""
01/18/2024 23:00,"200","210.8137","",""
01/19/2024 00:00,"190","183.6275","",""
01/19/2024 01:00,"198","295.9952","",""
01/19/2024 02:00,"189","184.4762","",""
01/19/2024 03:00,"189","185.2085","",""
01/19/2024 04:00,"339","318.9693","",""
01/19/2024 05:00,"517","416.1521","0","0"
01/19/2024 06:00,"569","639.9858","",""
01/19/2024 07:00,"444","538.0434","1","3.1451"
01/19/2024 08:00,"1492","1195.2599","111","112.0048"
01/19/2024 09:00,"1273","1397.3342","187","190.1367"
01/19/2024 10:00,"758","871.8251","1326","1449.1523"
01/19/2024 11:00,"171","170.3971","3089","3264.3906"
01/19/2024 12:00,"178","176.3339","3214","3297.0557"
01/19/2024 13:00,"177","173.4343","1472","1426.1162"
01/19/2024 14:00,"783","600.4391","718","674.1003"
01/19/2024 15:00,"638","509.7872","929","861.4939"
01/19/2024 16:00,"703","674.1516","200","190.4133"
01/19/2024 17:00,"603","439.1662","16","15.4547"
01/19/2024 18:00,"819","772.7044","",""
01/19/2024 19:00,"818","917.3276","0","0"
01/19/2024 20:00,"809","626.1439","",""
01/19/2024 21:00,"430","476.5611","",""
01/19/2024 22:00,"198","192.4279","",""
01/19/2024 23:00,"175","172.1857","",""
01/20/2024 00:00,"332","292.4604","",""
01/20/2024 01:00,"657","612.8465","",""
01/20/2024 02:00,"693","843.0182","",""
01/20/2024 03:00,"780","698.593","",""
01/20/2024 04:00,"824","836.1677","",""
01/20/2024 05:00,"831","903.4321","0","0"
01/20/2024 06:00,"926","821.1143","",""
01/20/2024 07:00,"1439","1828.2653","0","2.1907"
01/20/2024 08:00,"1538","1395.6603","80","87.7547"
01/20/2024 09:00,"1274","1274.2032","197","200.8094"
01/20/2024 10:00,"1204","1365.0984","1453","1609.2412"
01/20/2024 11:00,"770","742.1925","3659","3663.2302"
01/20/2024 12:00,"391","277.022","3611","3526.9861"
01/20/2024 13:00,"310","287.8499","3032","2898.4548"
01/20/2024 14:00,"1211","1169.9602","1649","1673.6929"
01/20/2024 15:00,"849","884.4444","837","888.9413"
01/20/2024 16:00,"743","696.426","228","218.2836"
01/20/2024 17:00,"1067","1220.9866","18","15.792"
01/20/2024 18:00,"831","771.1118","",""
01/20/2024 19:00,"1205","2288.3428","0","0"
01/20/2024 20:00,"1414","1465.9258","",""
01/20/2024 21:00,"962","844.4933","",""
01/20/2024 22:00,"198","185.3549","",""
01/20/2024 23:00,"500","637.1268","",""
01/21/2024 00:00,"827","1298.5204","",""
01/21/2024 01:00,"998","1341.8146","",""
01/21/2024 02:00,"1059","1160.4219","",""
01/21/2024 03:00,"1203","1266.2273","",""
01/21/2024 04:00,"1203","1272.0024","",""
01/21/2024 05:00,"1318","1282.353","0","0"
01/21/2024 06:00,"1492","1494.0454","",""
01/21/2024 07:00,"1345","1359.5554","0","0.3444"
01/21/2024 08:00,"2515","3149.459","70","75.9145"
01/21/2024 09:00,"3017","3084.158","184","186.4666"
01/21/2024 10:00,"1909","1703.3287","1404","1552.0916"
01/21/2024 11:00,"1315","1309.8022","3639","3644.0703"
01/21/2024 12:00,"1504","1452.0797","3573","3562.4531"
01/21/2024 13:00,"1950","1862.0535","2998","2957.1606"
01/21/2024 14:00,"1659","1719.4513","1695","1650.2233"
01/21/2024 15:00,"193","174.0955","884","852.4203"
01/21/2024 16:00,"623","587.6805","208","199.3172"
01/21/2024 17:00,"659","691.1617","12","10.8284"
01/21/2024 18:00,"880","858.9105","",""
01/21/2024 19:00,"827","700.8809","0","0"
01/21/2024 20:00,"879","1038.0139","",""
01/21/2024 21:00,"890","846.1304","",""
01/21/2024 22:00,"233","216.6944","",""
01/21/2024 23:00,"552","519.5603","",""
01/22/2024 00:00,"797","834.3631","",""
01/22/2024 01:00,"900","1049.0393","",""
01/22/2024 02:00,"963","1155.2751","",""
01/22/2024 03:00,"1035","940.4165","",""
01/22/2024 04:00,"1193","1265.4182","",""
01/22/2024 05:00,"1186","1253.0186","0","0"
01/22/2024 06:00,"1201","1152.8264","",""
01/22/2024 07:00,"1711","1862.7017","0","0"
01/22/2024 08:00,"1287","1276.9253","69","73.941"
01/22/2024 09:00,"1080","1109.3745","179","181.9062"
01/22/2024 10:00,"801","697.3478","1343","1471.9751"
01/22/2024 11:00,"1019","1223.9297","3476","3479.0586"
01/22/2024 12:00,"632","618.1761","3415","3418.4194"
01/22/2024 13:00,"377","359.8927","2884","2848.4458"
01/22/2024 14:00,"421","449.1058","1656","1596.0895"
01/22/2024 15:00,"246","300.868","831","805.4493"
01/22/2024 16:00,"565","544.84","226","213.788"
01/22/2024 17:00,"748","757.6332","26","26.7318"
01/22/2024 18:00,"1123","835.1232","",""
01/22/2024 19:00,"1166","1367.0889","0","0"
01/22/2024 20:00,"878","788.2101","",""
01/22/2024 21:00,"828","839.769","",""
01/22/2024 22:00,"203","210.6895","",""
01/22/2024 23:00,"174","161.8503","",""
01/23/2024 00:00,"471","595.5797","",""
01/23/2024 01:00,"514","569.8785","",""
01/23/2024 02:00,"698","589.7224","",""
01/23/2024 03:00,"742","498.7513","",""
01/23/2024 04:00,"768","606.155","",""
01/23/2024 05:00,"793","690.0876","0","0"
01/23/2024 06:00,"1354","1475.5814","",""
01/23/2024 07:00,"1414","1386.3132","1","2.4146"
01/23/2024 08:00,"1357","1153.1959","288","307.789"
01/23/2024 09:00,"974","793.4102","766","786.9863"
01/23/2024 10:00,"925","903.3342","926","927.2618"
01/23/2024 11:00,"708","653.3824","756","738.5369"
01/23/2024 12:00,"682","621.0305","647","641.1005"
01/23/2024 13:00,"1314","1048.8529","497","494.3122"
01/23/2024 14:00,"920","982.543","424","431.002"
01/23/2024 15:00,"859","990.005","197","179.7094"
01/23/2024 16:00,"739","845.8491","61","60.7897"
01/23/2024 17:00,"791","503.9249","11","14.8922"
01/23/2024 18:00,"762","885.0961","",""
01/23/2024 19:00,"652","733.4169","0","0"
01/23/2024 20:00,"509","404.2755","",""
01/23/2024 21:00,"218","212.4732","",""
01/23/2024 22:00,"173","171.4444","",""
01/23/2024 23:00,"171","171.4564","",""
01/24/2024 00:00,"171","172.3684","",""
01/24/2024 01:00,"167","170.6907","",""
01/24/2024 02:00,"290","378.585","",""
01/24/2024 03:00,"353","276.298","",""
01/24/2024 04:00,"320","292.8202","",""
01/24/2024 05:00,"492","504.3951","0","0"
